812704436095160323	Les quiero avisar a casi todos que hoy no va a ser el mejor día de sus vidas. Dejen de quejarse y disfruten, feliz casi Navidad
793915878911807488	Por fin terminando mis obras y ebbos Vamos por la última y a terminar todo Gracias a mis santos, egguns y a mi hermano q me apoya!!!
810302974249537538	Mis tíos y mi mamá siempre me cuentan y se ponen a recordar de lo padre que fue su adolescencia y la mía no tiene nada de interesante
782382369873334272	Hay como 7 tipos que me tiran los perros bien cabrón, me invitan a salir y todo. EL ÚNICO con el que en verdad quiero, no me dice nada
797626988932591616	@VmpRichard Lo dieron de baja
816685905733947392	Ya me quiero encontrar de nuevo
815795851477909505	@pinkpvlv idk solo estaba buscando el rosita
818578226121494537	@reginavegal Siempre si estaras el sabado en CDMX?
816427476872269824	@GustavoMoralesL Como Estas Por Aya ?? Mi Querido Pandiya!!
816291361406251008	@QuefishTV como quisiera poder pensar que las cosas son así
816577351198851072	@soy_macho_alpha fue un placer, suerte y bonito miércoles, un abrazo! x
817009205106397185	.@hombresgnet @HombresG ¡Amo esta canción! Está muy bella... muchas gracias  #musica
818392544463699969	@marianaverdee entré en crisis existencial y sigo procesando el final, no podría definirla
818592618326036480	Le iba a hablar al niño guapo que siempre me likea y tiene novia
817547252092829696	lástima que mi ig es una pendejada y subo fotos de mi mejor amigo pacheco
818348089509613569	Ya vamos casi a la mitad de enero y no he editado el video anual 2016.
816720474046689281	@AlexizGarza x eso luego le tienen miedo a la toxina, acudan a su plástico y oftalmo favorito
816452206325075972	Yo mirando parejitas : ewww  Yo mirando a mis actores de doblaje favoritos emparejados entre sí: awww
816328427187752960	@Lonely__B0y jajajajajajaja ay. Tal vez si es por eso, empecé exactamente el 3 de Julio y tunas verdes ?
818325525928312832	@SandovalRam @SaamiEle JAJAJAJA pinche Samanta grosera ese día destrozaste a la mamá de la que se fue a la pijamada
816916628659113984	@MrNachoG Ojalá se pudiera convertir en parte de nuestra cultura compartir el transporte a diario si de usar auto se trata
815930506676158464	Lo raro esq yo también me canso de estar ahí así q te pones las pilas o me pierdes no hay más
816455148528603136	@Rene_Tovar una ? Sabes si los refuerzos del América para el próximo torneo aa iniciar el viernes , ¿Llegaran para la próxima Navidad?
815519163284418560	Me choca tener tanto cachete, y casi todos los niños me dicen que les gustan mis cachetes, bueno que les gusta que este cachetona
815999835107160064	Soy afortunado: Gracias a Dios y a la vida por este 2016 que me permitió terminar la carrera y al 2017 por empezarlo con trabajo
788519619950551040	Te acuerdas cuando te decía: "no mames vato no muero por ti así que bajale"? Pues si sí muero por ti imbécil dónde estás? Ya háblame!
762173523968139264	Iba a salir pero empezó a llover y mejor no salí y ni llovió tanto, bueno ni llovió. Pero igual ni tengo dinero, ni plan, ni amigos.
760312766049624064	Soy el único que cuando pasó por alguien le pongo "NaCl" que es cloruro de sodio que es "sal" y nadie me entiende y les tengo que marcar
798394985141956609	No mg ni me emociona la nueva película de bella y la bestia, no mg que hagan eso con películas que son un clásico y así deben de quedarse
794583841931333632	#HazteEscuchar pero no tan caro
797243191892160512	Excelente mensaje de @ussoccer y @miseleccionmx
815727297231814656	Fue un muy buen primero de enero
818270338924613632	@_AldoMeneses no sé porque es tan difícil ahora
817403788692570112	Espero que este 2017 deje de ser una fracasada
817660598330609664	Como que en 3 horas entro a la escuela nmms
